Company name_1,Status_1,Year_1,Current assets_1,Cost goods sold_1,DEP and AMO_1,EBITDA_1,Inventory_1,Net income_1,Total Receivables_1,Market value_1,Net sales_1,Total assets_1,Long-term debt_1,EBIT_1,Gross Profit_1,Current Liabilities _1,Retained Earnings_1,Total Revenue_1,Total Liabilities_1,Operating Expenses_1,Current assets_2,Cost goods sold_2,DEP and AMO_2,EBITDA_2,Inventory_2,Net income_2,Total Receivables_2,Market value_2,Net sales_2,Total assets_2,Long-term debt_2,EBIT_2,Gross Profit_2,Current Liabilities _2,Retained Earnings_2,Total Revenue_2,Total Liabilities_2,Operating Expenses_2,Current assets_3,Cost goods sold_3,DEP and AMO_3,EBITDA_3,Inventory_3,Net income_3,Total Receivables_3,Market value_3,Net sales_3,Total assets_3,Long-term debt_3,EBIT_3,Gross Profit_3,Current Liabilities _3,Retained Earnings_3,Total Revenue_3,Total Liabilities_3,Operating Expenses_3
C_6240,alive,2016,15.385,4.28,0.507,1.195,0.0,0.667,3.548,172.4841,14.011,38.59,0.491,0.688,9.731,7.539,-42.97,14.011,8.087,12.816,18.707,5.318,0.486,4.387,0.0,3.778,4.009,236.0016,18.939,45.912,1.996,3.901,13.621,8.17,-39.984,18.939,10.203,14.552,23.733,6.587,0.634,4.151,0.0,3.409,7.725,156.2146,22.036,49.294,1.593,3.517,15.449,7.99,-37.214,22.036,9.59,17.885
C_6241,alive,2016,65.025,8.293,0.902,-0.459,0.0,-1.197,1.107,21.8226,12.076,69.515,0.0,-1.361,3.783,60.504,-50.252,12.076,60.504,12.535,59.103,10.803,1.258,-1.579,0.0,-3.009,1.12,40.9885,14.571,67.436,0.0,-2.837,3.768,54.313,-53.26,14.571,54.313,16.15,60.906,19.455,1.876,-1.899,0.0,-3.776,1.323,26.633,25.024,68.216,0.0,-3.775,5.569,58.502,-57.036,25.024,58.582,26.923
C_6242,alive,2009,64.277,46.571,1.956,34.995,9.247,23.353,37.237,293.1575,95.37,140.103,0.0,33.039,48.799,24.943,42.863,95.37,26.674,60.375,136.1,98.407,4.87,59.026,16.252,43.198,90.492,363.2892,183.696,238.508,0.0,54.156,85.289,49.901,92.139,183.696,49.901,124.67,189.429,91.517,4.237,41.94,23.869,29.558,131.087,79.9901,161.395,293.446,0.0,37.703,69.878,58.75,128.151,161.395,58.75,119.455
C_6243,alive,2016,0.138,0.133,0.0,-0.008,0.0,-0.004,0.119,46.4304,0.125,0.349,0.0,-0.008,-0.008,0.05,-0.057,0.125,0.05,0.133,1.654,0.437,0.002,0.063,0.0,0.051,1.494,773.1201,0.5,1.665,0.0,0.061,0.063,1.305,-0.109,0.5,1.305,0.437,4.017,0.271,0.016,-2.149,0.0,-1.667,3.911,3450.5897,0.377,4.765,0.0,-2.165,0.106,2.396,-2.05,0.377,2.441,2.526
C_6244,alive,2009,16.532,0.099,0.409,-4.331,0.0,-4.424,0.064,150.7084,0.662,70.27,0.0,-4.74,0.563,10.054,-28.77,0.662,10.828,4.993,12.501,13.962,0.865,-17.845,0.0,-18.789,2.317,65.3701,0.79,58.894,0.0,-18.71,-13.172,8.544,-47.559,0.79,9.285,18.635,71.047,7.008,0.433,-12.14,0.0,-12.608,19.615,22.1247,0.56,114.968,0.0,-12.573,-6.448,72.978,-60.167,0.56,73.745,12.7
C_6245,alive,2004,0.405,0.352,0.0,0.011,0.0,0.006,0.173,20.4725,0.363,5.206,0.0,0.011,0.011,1.195,-52.821,0.363,1.195,0.352,0.182,0.935,0.082,-0.17,0.0,-0.257,0.121,32.7239,0.765,6.096,0.0,-0.252,-0.17,1.212,-60.615,0.765,1.212,0.935,1.498,5.858,0.078,-5.417,0.0,-5.486,0.082,21.5927,0.441,2.923,0.0,-5.495,-5.417,0.474,-67.054,0.441,0.497,5.858
C_6246,alive,2000,54.575,145.278,173.105,-36.926,0.0,-224.211,8.172,745.4671,220.644,655.598,0.034,-210.031,75.366,27.933,-361.687,220.644,28.695,257.57,226.37,427.316,207.199,59.084,0.0,-164.474,53.391,2322.8891,675.184,1394.355,0.752,-148.115,247.868,207.933,-540.338,675.184,225.834,616.1,679.416,926.308,94.003,242.579,1.8,-1005.499,116.58,367.3075,1454.525,1706.567,865.0,148.576,528.217,516.299,-1070.132,1454.525,1460.565,1211.946
C_6247,failed,2007,0.847,1.717,0.016,-4.542,0.0,-5.723,0.028,12.1475,5.093,1.192,0.0,-4.558,3.376,5.725,-37.574,5.093,5.725,9.635,2.79,1.839,0.018,1.142,0.0,0.041,1.172,1.6223,6.075,2.835,0.0,1.124,4.236,5.645,-36.834,6.075,5.645,4.933,0.62,1.529,0.017,0.172,0.0,-4.551,0.0,0.7795,4.543,0.649,0.0,0.155,3.014,7.444,-41.504,4.543,7.444,4.371
C_6248,alive,2009,107.239,1003.927,73.0,138.213,5.291,43.197,18.14,868.556,1228.179,652.15,3.209,65.213,224.252,175.593,264.162,1228.179,311.84,1089.966,123.607,1018.218,76.0,141.04,5.542,46.608,24.727,1106.4872,1242.799,634.689,3.692,65.04,224.581,132.321,296.564,1242.799,272.246,1101.759,111.706,1036.842,78.5,131.213,6.228,30.077,31.929,653.0665,1238.755,576.075,1.177,52.713,201.913,137.034,304.409,1238.755,263.27,1107.542
C_6249,alive,2016,138.327,443.959,57.172,133.822,75.026,51.417,19.705,985.5308,1311.291,457.166,0.0,76.65,867.332,225.317,159.884,1311.291,296.846,1177.469,152.491,485.859,61.291,153.206,84.298,65.077,19.312,1458.9807,1444.497,471.834,0.0,91.915,958.638,306.389,88.768,1444.497,382.678,1291.291,150.857,541.648,61.966,154.394,84.882,69.539,45.348,979.4416,1531.575,470.138,0.0,92.428,989.927,488.668,-109.859,1531.575,579.688,1377.181
C_625,alive,2014,327.095,564.077,30.877,126.992,162.534,47.672,100.193,1036.8178,900.869,923.519,266.23,96.115,336.792,144.338,301.224,900.869,549.475,773.877,317.22,588.837,32.298,137.416,170.2,59.87,100.402,1379.5504,937.642,928.865,243.6,105.118,348.805,154.621,306.032,937.642,534.515,800.226,313.353,606.562,36.505,159.145,165.878,72.439,102.657,1505.4428,978.041,921.537,231.148,122.64,371.479,117.528,294.908,978.041,531.997,818.896
C_6251,failed,2008,256.656,213.838,35.455,63.614,36.439,-300.176,60.642,198.9,487.96,446.403,373.693,28.159,274.122,152.092,-4881.291,487.96,583.137,424.346,199.359,74.046,15.604,20.29,9.216,-5.263,37.098,155.9526,208.427,350.85,250.0,4.686,134.381,157.312,-4886.995,208.427,469.401,188.137,142.484,90.748,4.658,45.984,8.747,20.234,32.141,133.2877,240.726,305.844,173.543,41.326,149.978,63.012,-4908.303,240.726,293.752,194.742
C_6252,alive,1999,43.369,9.093,1.6,4.876,0.0,1.098,11.329,661.7835,43.301,115.065,0.0,3.276,34.208,27.7,-5.664,43.301,44.353,38.425,29.856,57.688,3.716,-54.225,0.0,-138.989,16.969,39.7349,61.576,162.307,3.056,-57.941,3.888,53.464,-144.698,61.576,56.52,115.801,15.979,28.0,21.264,-44.779,0.0,-150.657,7.031,8.5635,44.711,43.238,3.165,-66.043,16.711,32.169,-297.294,44.711,35.334,89.49
C_6255,alive,2012,2.146,4.164,0.82,1.264,0.453,0.643,0.104,4.8517,7.35,6.115,0.308,0.444,3.186,1.619,-59.038,7.35,1.927,6.086,3.206,3.973,0.796,1.812,0.424,4.478,0.155,6.692,7.803,10.413,0.152,1.016,3.83,1.584,-54.56,7.803,1.736,5.991,4.193,4.007,0.777,1.743,0.354,5.907,0.216,12.5603,8.104,16.657,0.111,0.966,4.097,1.741,-48.652,8.104,2.045,6.361
C_6256,alive,2006,46.99,13.611,4.993,-5.158,2.028,-8.724,4.614,65.4973,43.764,57.476,0.0,-10.151,30.153,6.791,-111.176,43.764,6.791,48.922,47.173,16.17,1.1,-2.998,2.784,-2.541,7.45,119.3674,42.967,58.966,0.0,-4.098,26.797,5.518,-113.713,42.967,5.518,45.965,44.787,15.819,1.0,-7.51,2.283,-7.756,6.651,46.9991,39.418,53.287,0.0,-8.51,23.599,5.674,-121.574,39.418,5.674,46.928
C_6257,alive,2016,97.847,221.7,38.688,80.066,0.0,-65.158,30.357,617.2138,455.911,1022.659,412.397,41.378,234.211,54.367,-1093.137,455.911,589.944,375.845,99.397,245.2,38.139,89.277,0.0,27.039,30.696,1024.6886,509.557,1001.671,338.081,51.138,264.357,51.756,-1014.178,509.557,442.251,420.28,131.068,263.085,38.589,106.554,0.0,50.634,37.947,1279.8922,560.456,997.725,260.39,67.965,297.371,48.28,-962.135,560.456,365.185,453.902
C_6259,alive,2012,650.168,100.471,41.458,51.48,0.0,-7.006,86.591,4059.4263,439.826,1221.274,0.0,10.022,339.355,453.834,-120.864,439.826,480.201,388.346,1038.676,127.464,48.338,48.964,0.0,-24.394,106.587,6192.862,545.8,1724.934,381.807,0.626,418.336,476.143,-143.494,545.8,906.654,496.836,1107.373,204.511,62.29,9.803,0.0,-118.295,138.28,7238.1247,702.588,1896.14,402.39,-52.487,498.077,604.152,-267.564,702.588,1065.39,692.785
C_6261,alive,2008,16.704,11.59,0.143,10.865,0.0,10.575,13.859,43.6675,22.455,30.29,0.0,10.722,10.865,2.94,-24.816,22.455,2.94,11.59,21.801,14.487,6.016,12.967,0.0,7.569,17.972,54.5405,27.454,51.834,0.0,6.951,12.967,5.325,-17.052,27.454,5.325,14.487,19.235,20.307,8.06,15.198,0.0,5.495,14.6,66.7661,35.505,70.449,0.0,7.138,15.198,10.122,-11.745,35.505,10.122,20.307
C_6262,alive,2016,17.231,47.888,0.754,3.715,1.087,5.01,9.615,19.6464,60.2,26.466,0.95,2.961,12.312,11.401,-13.878,60.2,12.351,56.485,19.23,50.739,2.464,7.89,1.156,-0.442,13.265,38.7828,71.639,52.695,15.586,5.426,20.9,20.264,-14.321,71.639,35.85,63.749,21.997,50.233,2.16,7.678,1.184,1.894,10.697,45.6462,71.106,52.482,17.928,5.518,20.873,14.181,-11.547,71.106,32.109,63.428
C_6263,alive,2002,777.0,3575.0,470.0,1077.0,49.0,-824.0,188.0,2525.04,4652.0,9674.0,4585.0,607.0,1077.0,1015.0,-585.0,4652.0,6700.0,3575.0,702.0,3447.0,440.0,1008.0,46.0,46.0,161.0,3290.154,4455.0,9542.0,4618.0,568.0,1008.0,675.0,-511.0,4455.0,6464.0,3447.0,737.0,3158.0,410.0,1048.0,43.0,297.0,183.0,6319.932,4206.0,9597.0,4143.0,638.0,1048.0,830.0,-204.0,4206.0,6092.0,3158.0
C_6264,alive,2012,2.624,1.321,0.02,-2.007,2.117,-2.189,0.058,9.9904,2.164,3.03,0.525,-2.027,0.843,1.51,-25.711,2.164,2.035,4.171,1.431,1.444,0.014,-1.059,1.154,-1.542,0.03,3.2968,2.383,2.314,1.962,-1.073,0.939,0.701,-27.253,2.383,2.663,3.442,1.337,0.56,0.006,-1.679,0.701,-2.597,0.432,5.1675,0.83,2.284,2.345,-1.685,0.27,1.298,-29.849,0.83,4.547,2.509
C_6265,alive,2007,0.086,0.026,0.002,-0.886,0.079,-1.58,0.004,14.4548,0.195,0.091,0.0,-0.888,0.169,10.86,-23.796,0.195,10.86,1.081,0.121,0.001,0.002,-1.159,0.0,-1.899,0.03,3.8039,0.013,0.127,0.0,-1.161,0.012,12.446,-25.696,0.013,12.446,1.172,0.001,0.0,0.002,-1.038,0.0,-2.2,0.0,12.6917,0.005,0.005,0.0,-1.04,0.005,7.325,-30.18,0.005,7.325,1.043
C_6266,failed,2004,6.639,0.094,0.047,-2.713,0.018,-3.622,0.853,67.9672,1.514,7.188,0.0,-2.76,1.42,1.122,-5.233,1.514,2.577,4.227,27.083,72.431,3.077,-7.228,16.269,-48.913,8.259,46.3659,79.562,102.946,80.0,-10.305,7.131,13.11,-48.407,79.562,94.077,86.79,48.658,79.577,4.9,-5.788,28.633,-103.603,10.961,67.6366,99.642,216.895,271.317,-10.688,20.065,22.048,-152.003,99.642,294.033,105.43
C_6267,alive,2016,0.02,0.081,0.0,-0.046,0.0,-1.01,0.019,0.02,0.137,0.02,0.0,-0.046,0.056,5.732,-76.3,0.137,5.732,0.183,0.019,0.063,0.0,-0.057,0.0,-1.193,0.018,0.1599,0.107,0.019,0.0,-0.057,0.044,6.314,-77.492,0.107,6.314,0.164,0.017,0.055,0.0,-0.082,0.0,-1.189,0.017,0.1399,0.096,0.017,0.0,-0.082,0.041,13.186,-78.681,0.096,13.186,0.178
C_6268,failed,2012,2.865,0.223,0.036,-1.114,0.378,-0.811,0.825,0.2734,1.082,9.981,1.167,-1.15,0.859,0.933,-10.239,1.082,2.1,2.196,2.369,0.728,0.018,-0.719,0.023,-3.682,0.368,0.8352,1.664,4.48,0.0,-0.737,0.936,0.281,-13.921,1.664,0.281,2.383,1.768,4.857,0.005,-0.505,0.02,-0.499,1.082,1.0241,6.578,4.094,0.0,-0.51,1.721,0.394,-14.419,6.578,0.394,7.083
C_6270,alive,2016,69.647,290.332,27.506,42.746,2.605,16.3,9.037,269.2295,403.204,419.078,167.69,15.24,112.872,37.839,-80.954,403.204,209.652,360.458,133.079,343.741,40.786,62.729,5.594,2.171,14.91,862.3845,509.808,1365.175,963.2,21.943,166.067,77.758,-78.783,509.808,1044.184,447.079,156.759,514.232,94.456,152.499,6.759,-20.914,12.779,428.9996,851.794,1366.569,960.563,58.043,337.562,83.46,-120.361,851.794,1051.417,699.295
C_6271,alive,2016,0.094,0.037,0.058,-0.784,0.08,-2.051,0.011,1.9814,0.109,0.34,0.0,-0.842,0.072,6.448,-29.872,0.109,6.448,0.893,0.316,0.042,0.054,-0.309,0.026,-1.827,0.257,5.6114,0.629,0.632,0.0,-0.363,0.587,7.392,-31.648,0.629,7.392,0.938,0.042,0.021,0.039,-0.56,0.017,0.158,0.01,2.0276,0.069,0.22,0.0,-0.599,0.048,4.939,-29.497,0.069,4.939,0.629
C_6272,alive,2009,1.812,2.823,0.149,0.472,0.0,-0.619,1.06,6.2898,7.932,6.093,3.187,0.323,5.109,1.644,-65.111,7.932,4.831,7.46,1.451,2.503,0.125,0.035,0.0,-0.608,1.019,5.9974,7.276,5.783,2.848,-0.09,4.773,2.101,-65.718,7.276,4.949,7.241,0.72,2.227,0.085,0.207,0.0,-0.486,0.437,4.8555,6.645,4.968,2.959,0.122,4.418,1.617,-66.204,6.645,4.576,6.438
C_6273,alive,2008,63.622,23.221,2.708,-6.475,19.757,-10.752,10.881,257.4027,76.915,91.171,33.809,-9.183,53.694,11.41,-176.75,76.915,45.529,83.39,62.272,26.591,3.323,2.234,26.058,-3.906,12.324,268.6624,92.853,92.629,34.095,-1.089,66.262,13.367,-180.74,92.853,47.87,90.619,56.907,30.681,4.264,2.725,22.035,-5.706,11.877,154.5308,94.663,84.075,34.415,-1.539,63.982,7.7,-186.765,94.663,42.502,91.938
C_6274,alive,2016,62.909,97.415,4.692,47.204,0.0,-16.342,32.477,22.5277,144.619,450.89,0.0,42.512,47.204,455.049,-640.12,144.619,565.007,97.415,55.001,99.703,4.349,35.006,0.0,19.621,30.805,1.9621,134.709,435.904,0.0,30.657,35.006,447.141,-622.065,134.709,531.818,99.703,61.499,92.328,3.801,50.041,0.0,16.491,31.551,1.395,142.369,444.312,0.0,46.24,50.041,447.869,-605.574,142.369,523.691,92.328
C_6275,alive,2000,37.16,149.889,28.631,57.016,10.351,-4.068,23.454,29.091,244.044,470.66,325.522,28.385,94.155,36.046,-44.891,244.044,361.568,187.028,46.718,156.434,33.816,50.441,7.691,-19.993,20.358,21.5498,244.247,460.784,320.174,16.625,87.813,50.952,-65.146,244.247,371.126,193.806,32.504,149.656,19.9,52.265,7.244,-84.788,15.025,21.3759,235.66,347.573,305.147,32.365,86.004,38.583,-150.977,235.66,343.73,183.395
C_6278,alive,2016,8536.0,2651.0,186.0,2139.0,794.0,1666.0,826.0,63870.3,6910.0,9841.0,1989.0,1953.0,4259.0,1788.0,6092.0,6910.0,4079.0,4771.0,9255.0,3693.0,199.0,3409.0,796.0,3047.0,1265.0,148954.8,9714.0,11241.0,1985.0,3210.0,6021.0,1153.0,8769.0,9714.0,3770.0,6305.0,10557.0,4248.0,262.0,4110.0,1575.0,4141.0,1424.0,87112.5,11716.0,13292.0,1988.0,3848.0,7468.0,1329.0,12553.0,11716.0,3950.0,7606.0
C_6279,alive,2005,1.323,1.075,0.036,-1.531,0.033,-1.997,0.012,3.063,1.311,1.974,0.43,-1.567,0.236,1.551,-10.306,1.311,1.981,2.842,0.867,2.245,0.124,0.347,0.374,1.231,0.13,4.5425,6.678,6.719,1.0,0.223,4.433,3.612,-10.704,6.678,5.065,6.331,0.552,2.956,0.088,-0.537,0.285,-0.604,0.072,2.7873,7.024,6.289,0.0,-0.625,4.068,4.562,-11.308,7.024,4.677,7.561
C_628,alive,2016,4416.1,4637.5,349.0,957.3,0.0,414.4,2400.1,9265.9748,5594.8,11489.6,2144.6,608.3,957.3,4611.7,152.8,5594.8,7833.8,4637.5,5170.6,5165.2,379.6,994.4,0.0,463.1,2774.1,11456.1479,6159.6,12897.4,2691.9,614.8,994.4,4912.3,536.0,6159.6,8732.5,5165.2,8118.7,5835.8,408.4,1088.0,0.0,633.5,5682.1,13558.5153,6923.8,16334.0,3091.4,679.6,1088.0,7693.6,773.0,6923.8,11764.3,5835.8
C_6280,alive,2016,1336.5,3056.5,165.4,572.3,219.5,240.7,563.4,1476.45,3948.0,3448.1,1400.9,406.9,891.5,651.5,60.1,3948.0,2918.1,3375.7,1945.0,4820.4,376.9,1055.5,392.0,337.1,1045.5,1895.439,6266.0,7882.8,3969.3,678.6,1445.6,1216.4,468.3,6266.0,6342.8,5210.5,2029.8,5763.0,466.4,1121.7,459.7,-57.5,976.3,1239.87,7270.4,7510.7,3686.8,655.3,1507.4,1356.8,391.9,7270.4,6024.4,6148.7
C_6281,alive,2008,526.7,1017.8,45.5,157.0,216.1,37.0,184.2,646.536,1492.1,1232.4,314.5,111.5,474.3,274.5,-120.1,1492.1,870.5,1335.1,494.8,932.6,46.7,131.2,171.1,47.1,161.3,772.0,1391.9,1210.5,257.7,84.5,459.3,265.2,-81.5,1391.9,805.6,1260.7,619.3,912.2,40.3,150.1,168.3,70.7,211.4,952.043,1377.4,1238.0,327.8,109.8,465.2,278.2,-51.4,1377.4,795.0,1227.3
C_6282,alive,2016,146.685,318.706,9.831,108.211,0.0,38.065,92.172,622.8324,460.245,1076.233,467.651,98.38,141.539,67.717,-212.636,460.245,655.127,352.034,400.503,443.475,15.583,102.969,0.0,233.849,341.989,1552.1868,592.884,4539.201,1859.442,87.386,149.409,198.043,25.791,592.884,2774.841,489.915,560.229,1099.218,44.348,294.957,0.0,-361.435,342.766,806.3948,1462.567,4020.358,1872.203,250.609,363.349,178.745,-360.664,1462.567,2686.098,1167.61
C_6283,alive,1999,49.48,22.065,0.478,7.466,0.275,5.522,8.807,209.4763,46.598,51.468,0.122,6.988,24.533,6.145,-9.832,46.598,6.306,39.132,47.543,24.564,0.737,-2.771,0.314,-1.584,9.05,21.6283,45.616,50.566,0.115,-3.508,21.052,5.528,-11.59,45.616,5.81,48.387,39.34,14.139,0.826,-9.444,0.103,-7.512,3.204,32.4214,26.265,41.839,0.082,-10.27,12.126,4.256,-18.928,26.265,4.338,35.709
C_6284,alive,2003,26.639,14.549,2.906,-2.221,4.181,-5.517,7.062,130.5646,32.192,32.046,3.523,-5.127,17.643,4.824,-282.142,32.192,8.391,34.413,24.156,15.707,2.797,-10.425,3.994,-13.46,6.585,101.2236,24.992,27.965,3.816,-13.222,9.285,4.771,-295.653,24.992,8.587,35.417,36.379,22.959,2.89,-12.596,6.719,-17.645,14.873,100.0873,37.465,47.183,4.122,-15.486,14.506,16.559,-313.323,37.465,20.781,50.061
C_6285,alive,2012,1344.388,2513.518,122.622,458.391,1009.687,188.37,36.315,1707.9064,3956.866,2482.363,390.11,335.769,1443.348,555.768,990.281,3956.866,1219.742,3498.475,1367.416,2585.697,137.069,423.047,987.778,158.533,55.34,2058.1777,4038.118,2564.638,385.673,285.978,1452.421,586.764,1179.473,4038.118,1206.393,3615.071,1341.902,2615.27,154.931,418.963,959.645,146.062,60.575,1945.462,4109.561,2654.491,318.991,264.032,1494.291,699.475,1266.476,4109.561,1292.745,3690.598
C_6286,alive,2006,783.0,1798.3,63.0,224.2,0.0,81.0,338.0,1983.9439,2298.0,1581.0,84.0,161.2,499.7,301.0,592.0,2298.0,476.0,2073.8,757.0,2045.0,85.0,261.0,0.0,115.0,477.0,1624.914,2586.0,1900.0,213.0,176.0,541.0,330.0,726.0,2586.0,657.0,2325.0,806.0,2204.0,88.0,274.0,0.0,117.0,443.0,1632.5944,2779.0,1978.0,181.0,186.0,575.0,361.0,790.0,2779.0,673.0,2505.0
C_6287,alive,2014,191.012,185.982,18.353,45.209,49.88,-3.278,76.705,531.2652,276.571,519.953,159.98,26.856,90.589,48.69,65.198,276.571,278.131,231.362,280.245,268.743,27.049,58.424,89.231,-2.301,122.03,707.0173,402.356,865.567,373.692,31.375,133.613,99.096,58.93,402.356,578.344,343.932,392.911,353.698,50.604,93.274,167.111,-70.171,150.307,804.6539,570.45,1209.648,604.476,42.67,216.752,175.518,-32.57,570.45,910.666,477.176
C_6288,alive,2001,65.642,57.134,9.892,11.52,0.0,-6.794,16.83,86.5104,103.037,142.955,0.268,1.628,45.903,36.107,-90.696,103.037,44.04,91.517,66.893,35.991,4.744,11.188,0.0,-7.48,12.856,67.5194,70.128,139.953,0.546,6.444,34.137,28.943,-97.081,70.128,46.539,58.94,78.388,29.965,2.988,12.117,0.0,4.986,16.205,216.0148,61.0,142.935,0.224,9.129,31.035,28.004,-92.135,61.0,42.286,48.883
C_6289,failed,2011,421.507,1033.47,78.4,215.424,0.0,-111.165,222.86,360.4471,1868.796,1204.225,330.434,137.024,835.326,222.67,379.544,1868.796,639.158,1653.372,352.607,905.029,69.2,129.613,0.0,-10.245,138.751,246.1644,1605.472,1064.513,144.884,60.413,700.443,282.758,369.849,1605.472,499.598,1475.859,286.067,919.192,64.324,119.43,0.0,-1.66,128.648,193.0499,1600.205,1028.744,134.181,55.106,681.013,251.244,368.371,1600.205,457.901,1480.775
C_629,alive,2016,790.688,1024.637,204.49,1234.55,0.0,436.697,621.846,4587.8983,3341.198,8542.725,4042.749,1030.06,2316.561,619.181,7222.983,3341.198,5943.455,2106.648,636.923,932.646,76.638,631.435,0.0,273.744,439.294,3026.2285,1903.026,4962.115,3007.047,554.797,970.38,325.352,5956.072,1903.026,3967.074,1271.591,635.222,1065.002,86.787,780.849,0.0,405.665,446.371,2345.3003,2207.282,5276.842,2944.466,694.062,1142.28,369.217,6293.001,2207.282,3935.918,1426.433
C_6290,alive,2016,5419.0,12678.0,674.0,2838.0,1232.0,1257.0,3199.0,18170.3565,16661.0,12292.0,3959.0,2164.0,3983.0,4148.0,765.0,16661.0,9529.0,13823.0,5641.0,9841.0,546.0,2091.0,1083.0,1355.0,2785.0,22551.2072,12884.0,12169.0,4132.0,1545.0,3043.0,3540.0,1647.0,12884.0,8652.0,10793.0,4777.0,11184.0,646.0,2258.0,1277.0,1067.0,2795.0,16007.6459,14435.0,12480.0,4038.0,1612.0,3251.0,3694.0,1817.0,14435.0,8810.0,12177.0
C_6292,alive,2013,352.75,105.633,26.41,31.48,0.416,-14.395,44.43,911.5781,254.774,585.522,138.582,5.07,149.141,72.187,-120.583,254.774,228.773,223.294,207.593,139.093,43.774,35.657,0.0,-33.137,64.244,961.9107,349.412,617.439,0.0,-8.117,210.319,295.987,-249.017,349.412,355.483,313.755,228.711,152.181,42.07,53.229,0.0,9.328,74.305,1944.7652,394.096,635.968,150.0,11.159,241.915,123.354,-237.748,394.096,325.036,340.867
C_6293,alive,2004,348.707,293.609,12.786,67.241,0.0,26.244,169.049,559.8665,360.85,857.535,181.602,54.455,67.241,279.345,109.485,360.85,475.752,293.609,431.529,365.006,17.077,77.55,0.0,25.718,236.655,798.5616,442.556,1001.353,170.363,60.473,77.55,393.787,132.738,442.556,581.427,365.006,512.635,415.747,29.964,128.154,0.0,50.931,286.424,1239.2458,543.901,1253.225,141.338,98.19,128.154,425.326,172.572,543.901,594.009,415.747
C_6294,alive,2004,16.074,12.033,1.508,-7.654,0.0,-9.72,5.902,68.6456,22.925,40.345,0.042,-9.162,10.892,8.211,-1188.877,22.925,8.457,30.579,10.654,10.745,2.063,-11.224,0.0,-13.72,5.188,28.7123,20.65,36.044,2.041,-13.287,9.905,9.973,-1202.746,20.65,13.648,31.874,7.464,7.962,1.416,-10.601,0.0,-24.472,3.877,6.2739,16.164,20.693,5.27,-12.017,8.202,11.624,-1226.848,16.164,17.751,26.765
C_6295,alive,2015,3.995,17.653,0.828,-1.288,2.028,-2.62,0.732,11.1505,67.127,7.781,1.501,-2.116,49.474,7.688,-37.33,67.127,9.189,68.415,2.294,11.492,1.086,-2.987,1.481,-5.907,0.32,6.1404,40.279,5.725,5.036,-4.073,28.787,8.339,-43.059,40.279,13.375,43.266,1.227,4.572,0.943,-0.499,0.719,-2.156,0.216,1.9243,18.493,3.906,5.792,-1.442,13.921,6.47,-44.501,18.493,12.262,18.992
C_6296,alive,2000,13.17,44.43,5.342,5.464,0.0,-0.509,6.405,10.4,62.984,40.766,0.0,0.122,18.554,6.85,5.439,62.984,7.653,57.52,31.598,41.903,2.973,6.938,0.0,2.454,10.618,31.3038,57.114,40.999,0.0,3.965,15.211,6.59,7.892,57.114,6.59,50.176,28.045,27.692,2.009,-3.297,0.0,-3.022,14.042,34.0439,32.264,34.991,0.0,-5.306,4.572,3.592,4.87,32.264,3.592,35.561
C_6297,alive,2016,843.674,1198.528,47.26,196.909,0.0,84.181,376.887,1844.7912,1621.669,2062.898,236.222,149.649,423.141,458.579,390.912,1621.669,975.85,1424.76,1014.259,1329.579,48.588,252.55,0.0,133.779,414.085,3021.3988,1819.519,2287.914,211.311,203.962,489.94,558.46,532.665,1819.519,1068.299,1566.969,1136.81,1427.81,46.489,300.616,0.0,102.651,431.624,2653.3856,1973.862,2334.852,222.878,254.127,546.052,550.958,584.193,1973.862,1091.465,1673.246
C_6298,alive,1999,15.18,77.178,2.415,12.122,0.0,5.625,7.228,22.4375,89.3,47.324,3.78,9.707,12.122,11.513,10.147,89.3,15.293,77.178,20.077,76.264,2.514,6.404,0.0,2.015,6.211,23.6704,82.668,53.341,5.403,3.89,6.404,15.961,9.273,82.668,21.364,76.264,20.26,113.019,2.776,22.959,0.0,11.264,5.998,50.9493,135.978,66.653,4.59,20.183,22.959,26.15,15.008,135.978,30.74,113.019
C_6299,alive,2004,312.147,364.276,192.818,350.99,15.611,-51.62,99.941,230.2684,1023.482,3397.752,2692.232,158.172,659.206,234.587,-1118.003,1023.482,3214.726,672.492,355.373,426.705,202.395,414.608,15.876,-121.61,125.598,1269.975,1179.462,3385.755,2502.268,212.213,752.757,240.452,-1249.27,1179.462,3063.35,764.854,285.681,477.122,196.303,437.885,20.906,12.781,120.445,1489.1923,1271.096,3494.752,2605.106,241.582,793.974,252.091,-1249.988,1271.096,3161.006,833.211
C_63,alive,2006,17514.241,4655.612,803.04,6173.388,2480.459,4196.706,3383.341,68500.13,20350.655,36478.715,9096.743,5370.348,15695.043,7221.848,8062.033,20350.655,21825.96,14177.267,22983.598,5150.654,918.679,7267.707,3035.358,4615.96,3528.009,59116.7633,22399.798,42717.282,11492.881,6349.028,17249.144,7324.279,10639.039,22399.798,24506.747,15132.091,23481.34,4997.748,1007.574,7953.808,2996.428,4417.833,3646.439,49946.5905,22833.908,44031.724,10826.013,6946.234,17836.16,6850.423,11246.42,22833.908,24857.882,14880.1
